target,subject
0,Re: bad DCC traffic from e-corp.net
1,Hit the Hotspots
0,Jeremy Zawodny on life in Silicon
0,City Planning Funnies
0,Re: [Baseline] Raising chickens the high-tech way
1,** You're -Approved-!
0,"xine cannot play DVDs - ""liba52: a52_block error"""
0,Re: [zzzzteana] The new Steve Earle
0,Re: [zzzzteana] Good ISP for Mac?
0,10 die as Israeli helicopter fires on Palestinian crowd
1,FORD MOTOR SALUTES ARMED SERVICES - Please Review
0,[ILUG] [OT] Dell machine giving me hassle.
1,"Approved Online, Internet, Buy Viagra SJHFL"
0,Re: Forged whitelist spam
0,World's funniest joke revealed
0,The worst Freddy Krueger costume ever
0,Re: [Webdev] site monitroring service? X-It'S: all good
0,New Medications.
1,"dave,Hi,, extra Low price inkjet cartridges joi"
0,ActiveBuddy
0,Re: Re[3]: Selling Wedded Bliss (was
1,[ILUG] AWARD NOTIFICATION
1,ADV: Low Cost Life Insurance -- FREE Quote amyns
0,[SAtalk]
0,[Spambayes] test sets?
0,Shooting from the
0,Re: Sorting
1,"Adv: Global Opportunity/Up To $53,719 Per Month! 8741yt-6"
0,"Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was"
0,Re: [SAtalk]
0,Oil set to be pumped from blazing ship
1,Quelqu'un t'aime en secret
1,FW:
0,Re: ALSA (almost) made easy
0,[ILUG] Samba login question
0,Re: The Big Jump
0,Re: mplayer not working for me
0,"Re: [ILUG-Social] Completely OT, Siamese Cats???"
1,Internet Columbo is getting on your case.
0,Re: Al'Qaeda's fantasy ideology: Policy Review no. 114
0,lifegem
0,Re: Forged whitelist spam
0,No Blackpool illumination from these control freaks
0,Re: Ximian apt repos?
0,IIU post from emailharvest@email.com requires approval
0,Fred
1,ADV: Legal Services YOU can Afford ilywe
0,Re: flavor cystals
0,"I've been snowed under for the last four weeks, working on the FogBUGZ 3.0"
0,[SAtalk] Version 1.1.11 of the DCC (fwd)
1,Toners and inkjet cartridges for less.... RGCSOPMX
0,Re: [ILUG] Linux Install
0,Plan to recover nuclear gas rejected
0,Re: The absurdities of life.
0,Asteroids anyone ?
1,Life Insurance Quotes Without the Hassle... JHIWNS
0,[OT] Irish language (was
1,=?GBK?B?U3VuZnJvbSBsaWdodGluZyDE+rXEwvrS4srHztLDx9e3x/O1xMS/seo=?=
0,[use Perl] Stories for 2002-08-30
1,"zzzz, do we have your money?"
0,RE: The Curse of India's Socialism
1,"Sometimes, not always, I like the idea of a chick... with a horse..."
0,[Spambayes] testing results
0,Re: warchalking
1,About Your Commissions...
1,"FW:> Men & Women, Add a little spice to your life! FEHK"
0,Reflections from GDC
0,Equitable mis-sold policies
0,Re: CVS report
1,Software to rebuild your credit
0,Best served cold
0,problems with apt update
0,[SAdev] [Bug 739] rules broken: RATWARE_*
1,E-Business [jdnhd] HOW TO SUBSTANTIALLY INCREASE
0,[ILUG] app of the day - Spackle
0,[SAdev] Spam-Assassin nightly build 22-8-02
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
0,Re: sed /s/United States/Roman Empire/g
0,Re: [SAtalk] O.T. Habeus -- Why?
1,"ADV: Interest rates slashed! Don't wait! ccaxc INTEREST RATES HAVE JUST BEEN CUT!!! NOW is the perfect time to think about refinancing your home mortgage! Rates are down! Take a minute and fill out our quick online form. http://www.newnamedns.com/refi/ Easy qualifying, prompt, courteous service, low rates! Don't wait for interest rates to go up again, lock in YOUR low rate now! --------------------------------------- To unsubscribe, go to: http://www.newnamedns.com/stopthemailplease/ Please allow 48-72 hours for removal."
1,=?Big5?B?ur+36qfZq/wtMi0xNDgt?=
0,Re: A message for our times
0,"Re: About apt, kernel updates and dist-upgrade"
1,Re:
0,[Spambayes] Maybe change X-Spam-Disposition to something else...
0,"RE: dylsexics of the wrold, untie!"
0,Re: RH 8 no DMA for DVD drive
0,Re: flavor cystals
0,Re: cvs access working?
0,RE: [ILUG] slashdot EW Dijkstra humor
0,Re: [ILUG-Social] spam...
0,Re: [Razor-users] problems with hubris and/or discovery
1,"yyyy,Do You Know the HGH Differences ?"
0,Re: [ILUG] Quake 3
1,Call me 93910
0,[SACVS]
0,Re: [Razor-users] report automation with pine?
0,The Needle and the damage done
1,You Are Approved For Your Loan!!! Approval No. (1848025)
0,[use Perl] Headlines for 2002-09-13
0,Re: Prob. w/ install/uninstall
0,Re: USA USA WE ARE NUMBER ....six.
0,Re: use of base image / delta image for automated recovery from attacks
0,[SACVS]
0,[SAdev] [Bug 1053] IMG tag based rules
0,Re: ActiveBuddy
1,Hilarious Prank Call Service
1,Men-Get Hard - Stay Hard!! 8454
0,Re: [ILUG] hard- vs. soft-links [was: How to copy some files ]
1,[ILUG-Social] Lose 22.5lbs in 3 weeks!
0,7000 or bust?:)-
0,Portable RPMs
0,[Spambayes] timtest broke?
0,"Re: [SAtalk] SA very slow (hangs?) on this message, or is it just me?"
1,CDR: July 2002: Veuve Clicquot > SponsorRating > X-Treme Sponsorship Alert > Tidbits > Special Offers > ...
0,Re: Hanson's Sept 11 message in the National Review
1,HELP WANTED. WORK FROM HOME REPS.
0,Re: [Razor-users] report and revoke the same message
0,Re: [ILUG] TMDA (WAS --> slashdot EW Dijkstra humor]
1,Fw: The money saving plan we spoke of LQDDDQ
0,Re: curses interface to nmh
0,Re: [SAdev] SpamAssassin v2.40 released (finally)!
0,Re: Internet radio - example from a college station
1,Free money from the government!
1,The Best Policies for Less Than a Dollar a Day!
0,[Razor-users] Stripping the SpamAssassin report
0,Re: Sorting
0,[SAtalk]
0,Re: [SAtalk] custom score for a given domain?
0,UFOs in the Sky!
1,This is the final test of a
0,Re: Selling Wedded Bliss (was
0,Re: Palladiated? (was re: wow - palladiated! (Re:
1,11th Convergence India 2003 exhibition & conference
1,Re: Without a Perscription - VIAGRA / PHENTERMINE / PROPECIA / ZYBAN yotgy
1,The TBA Doctor Walks the Walk on Diabetes
1,Brand New Premium Promotion
0,CSS and mobile devices
0,Re: Secure Sofware Key
1,Sometimes Less is More...
1,Cheap Fags
0,Re: [SAtalk] paulgraham.com article
0,RE: [ILUG] mirroring on a running system
0,Conversations From GDC
0,Re: [ILUG] packaging risks and the reputation of linux distributions
1,"SAVE UP TO 50% ON TONER PRINTER, COPIER, AND FAX CARTRIDGES"
0,[ILUG]
0,Re: Apt problems
1,Free money
1,BANNED CD! BANNED CD!
0,Truck driver leaves trail of smelly pizza waste along major highway. Hilarity ensues
0,Re: [SAtalk] Blocking ?
1,"ADV: Interest rates slashed! Don't wait! gxlqg INTEREST RATES HAVE JUST BEEN CUT!!! NOW is the perfect time to think about refinancing your home mortgage! Rates are down! Take a minute and fill out our quick online form. http://www3.all-savings.com/refi/ Easy qualifying, prompt, courteous service, low rates! Don't wait for interest rates to go up again, lock in YOUR low rate now! --------------------------------------- To unsubscribe, go to: http://www3.all-savings.com/stopthemailplease/ Please allow 48-72 hours for removal."
0,Global crash fears as German bank sinks
0,dvd::rip on Red Hat 8.0?
0,Re: [ILUG-Social]
0,Re: Forged whitelist spam
1,Insurance Quote Site
0,Boy shot at school gate
0,"Spam nostalgia, Annoyance Calls, good ideas with no analysis"
1,Live 20 years longer with HGH
0,RE: liberal defnitions
0,RE: [Razor-users] Razor with sendmail
1,RUIN ANYONE ANYWHERE ANYTHING
0,[SAdev] Body Test Question /d ?
0,RE: sprint delivers the next big thing??
1,Greetings from Calif!
0,[use Perl] Stories for 2002-09-10
0,Re: [ILUG] removing lilo
1,Competitive Mortgage Rates
0,Re: why is decentralization worth worrying about?
1,Online credit repair.Do it yourself. 19186
1,MSNBC: Rates Hit 18 year Low 4.75% ...28940
0,[ILUG] One Command -- Four Types
1,the CREDIT LAW is on your side JM ! Get PERFECT CREDIT NOW!
1,Just Do It!
0,Re: [Razor-users] False Positives on EFF Messages
0,Re: alsa:bass and treble
0,Re: Oh my...
0,Re: The Wrong Business
0,Tech's Major Decline
0,Re: [VoID] a new low on the personals tip...
1,Account zzzz@spamassassin.taint.org
0,Re: A biblical digression
0,Re: Selling Wedded Bliss (was
0,[ILUG] Newbie seeks advice - Suse 7.2
1,(no subject)
0,Re: [VoID] a new low on the personals tip...
1,"ADV: Professional Teeth Whitening At Home! ovcnd Whiter teeth and a brighter smile are just a click away! http://www.newnamedns.com/dental/ Have you considered professional teeth whitening? If so, you know it usually costs between $300 and $500 from your local dentist! Visit our site to learn how to professionally whiten your teeth, using the exact same whitening system your dentist uses, at a fraction of the cost! We know our product is the best on the market, and we back it with a 30 day money back guarantee! Click here to find out more! http://www.newnamedns.com/dental/ --------------------------------------- To easily remove your address from the list, go to: http://www.newnamedns.com/stopthemailplease/ Please allow 48-72 hours for removal."
1,The Mighty Pro Grill ! ADV 2147PBQg-8
1,"Friend, Get this Cell Phone for Free!"
0,Re: [ILUG] Sun Solaris..
0,[Razor-users] unable to connect to ubik or apt
0,When a Crop Becomes King
1,Proposal for cooperation
0,[SAtalk] BIG CHANGE coming up in cvs
0,"[IMG: http://www.joelonsoftware.com/pictures/dhtml2d.jpg (Dynamic HTML, 2d"
0,"APT, gcc-3.2-0.1"
0,"Blood pressure drugs ""slow ageing"""
1,Meet other Singles just like you
1,[scoop] BiLiYORUZ REKLAMA iHTiYACINIZ VAR! BUNUN iCiN BURADAYIZ.. 24.07.2002 15:57:41
0,Re: [vox]
0,Re: HD/ID: High-Def Independence Day
0,Re: [SAtalk] O.T. Habeus -- Why?
1,"yyyy,Introducing"
0,Re: Recommended Viewing
1,Viagra Online Now!! 219
0,RE: [SAtalk] user_perfs
0,Re: Sorting
0,Re: Comrade Communism (was
0,Re: Folder computed replcomps (and replgroupcomps
0,RE: [Razor-users] What's wrong with the Razor servers now?
0,[ILUG] Using Normal IDE Device with a Dell Latitude CPx laptop
0,Whither vCard?
0,Re: USA USA WE ARE NUMBER ....six.
0,Re: DataPower announces XML-in-silicon
0,Fwd: [POLITICOS]
1,Printer Cartridges as low as $1.21 each!
1,M o n e y J u d g e m e n t s NNROYKI
0,Advanced CSS lists
0,RE: [ILUG] mirroring on a running system
0,Re: [Razor-users] dot-tk registrations hitting Razor
0,"Re: Mossberg on 'ChoiceMail': ""In my tests, it cut my spam to zero."""
0,Re: [ILUG] jpeg patented...
0,Re: making rpms from already-compiled source trees
0,Re: Selling Wedded Bliss (was
0,Re: [ILUG] One Command -- Four Types
1,International calls for only 33 cents per minute with no subscription
0,[ILUG] ffs
1,"ADV: Great Casino, Great Payouts, Great Fun from your own home! 559928"
0,"[Razor-users] can't call method ""log"" issue - solution"
0,Re: Goodbye Global Warming
0,Re: [SAdev] results of scorer evaluation
0,Re: Ringing bell on other computer
0,Jakob Nielsen on Offshore
0,Re: Using hosts file to rid yourself of popup ads
1,ADV: Extended Auto Warranty -- even older cars... nhaxn
0,dubyadubyadubya.dubyaspeak.com
0,Mystery Indian virus heading for Europe
0,Re: [Webdev] mod_usertrack
0,[Spambayes] hammie.py vs. GBayes.py
0,Entrepreneurs
0,New Blog
0,Re: [SAtalk] Can someone please tell me how to get an answer from this list?
0,
0,Whatever-Dude.com Needs $300 Quick to Get Their Freed from their ISP
0,Cat shot through eye with horse dart tranquilizer roams neighborhood (with pics)
0,Re: Selling Wedded Bliss (was
0,Re: Slaughter in the Name of God
0,Re: Secure Sofware Key
1,Free info. Start your Own Internet Consulting Business NTSJ
0,central management
0,[SAtalk]
0,"Kid crams acorn up his nose, hilarity ensues"
0,"Kevin Mitnick's laptop, signed by Woz, on eBay"
1,.* Mortgage Approved!!*
1,discounted mortgage broker 512517
1,Next of kin needed?
1,"A must have for ""Gadget"" lovers 7134-4"
0,Re: Men et Toil
1,NEW TECHNOLOGY - DIGITAL VIDEO RECORDER (Smart IP Technology)
0,Priceless
0,High-Altitude Rambos
0,RE: Gasp!
1,Free Digital TV installed in 4 rooms. 14599
0,RE: [Razor-users] What's wrong with the Razor servers now?
0,Quickly
0,[Spambayes] test sets?
0,Re: [ILUG] Mutt reply hooks
1,Unlimited Cash Bonuses!
0,Re: Secure Sofware Key
0,[zzzzteana] US Army tests portable translator
0,"Japanese kids spend a day in school jumping in the swimming pool with all their clothes on. The need for a FARK ""Japan"" tag reaches level Orange"
1,A Money Making Home Business for You...
0,Re[2]: Selling Wedded Bliss (was
0,Re: Bits from the job front...
0,Re: (no subject)
0,Perl. It's just a language.
1,State of the art long distance 7325ZMhY2-201HEQY5778-20
0,[Spambayes] stack.pop() ate my multipart message
0,Re: CVS report
0,Re: [SAtalk]
1,why does your vehicle make that noise? AAK
0,RE: use of base image / delta image for automated recovery from a ttacks
0,[Razor-users] Forged email address
1,"Outstanding Opportunities for ""Premier Producers"""
1,Get Your Own Great-Looking Website
0,Re: [zzzzteana] FWD [fort] Evidence Britons Were In The US In The6th Century
1,Mortgage Rates Have Never Been Lower
0,Iran Pushes UN Intervention Against US
1,Email Marketing Works
0,[zzzzteana] The new Steve Earle
1,=?big5?Q?=B3o=ACO=A7A=A4W=A6=B8=ADn=AA=BA=AAF=A6=E8!?=
0,[ILUG] Server Partitioning
0,[zzzzteana] must see
0,RE: sed /s/United States/Roman Empire/g
0,[Spambayes] Deployment
0,Re: spam maps
0,Re: David
1,Finally! Sexy DVDs for FREE. Christmas is Great! NMV
1,Is Your Family Protected?
1,If You Own A Cell Phone......Please Read..... 5214
1,Sorry they were in a meeting
1,Retire Early -- Earn Easy Online Income
1,DATA
0,Re: [ILUG] Alan Cox doesn't like 2.5 so far!
0,Re: [SAdev] Integrating SA with
0,Re: Secure Sofware Key
1,BANNED CD! BANNED CD!
0,Re: [zzzzteana]
1,SALES DOWN? ACCEPT CREDIT CARDS & TRIPLE THEM! 32604
0,Re: Java is for kiddies
0,Re: EBusiness
0,This little domain went to China....
1,CDR: No Cost Out Of
0,Re: Asteroids anyone ?
0,Re: [SAtalk] Removing
0,Re: [zzzzteana] The Cafe Forteana is back online!!!
0,"[Spambayes] deleting ""duplicate"" spam before training? good idea orbad?"
0,Photoshop Theme.. ways to smuggle weapons-grade Uranium .
0,Pb with mplayer-0.90pre7
0,[ILUG-Social]
1,Internet Connectivity that beats the prices & Quality of the Big Boys!
0,[use Perl] Stories for 2002-10-03
1,"6.25 30 yr fixed. No points, No Fees ngw"
0,Re: [ILUG] Serial number in hosts file
0,[zzzzteana] Uncle Mark seeks parole
0,RE: sprint delivers the next big thing??
0,"Welcome, Danny and Quinn!"
0,Amorous ostriches scoop Ig Nobel prize
0,Re: New Sequences Window
1,Inside the biker world
0,"It's probably illegal to set the background color, too."
1,new extensions now only $14.95
1,[ILUG] BUSINESS
0,California needs intelligent energy deregulation
1,Watch your TEENS or the BabySitter....& GET RICH!
0,Re: Snow
0,Re: Pango problems
0,Thunder Stealing
1,"LazyTraders: $449,000 on Wednesday, 1.1 Mil this week."
1,Mortgage Information For You!........
0,"Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was"
0,Re: [ILUG] find the biggest file
0,Re: Using hosts file to rid yourself of popup ads
0,Re: [ILUG] Sparc Solaris (was: Dell GX260 V Redhat 7.3)
0,Re: From
0,"Halley: ""When is someone going to create _audio fonts_ for Christ's sake."""
1,Save now
0,Re: ActiveBuddy
1,Shape up for summer now
0,Re: An Engineer's View of Venture Capitalists
0,Re: ALSA (almost) made easy
0,Re: JPEGs patented
1,[ILUG] Get the Child Support You Deserve 10.132
1,Real Money Maker for Real! Dear Friends & Future
1,"FORTUNE 500 COMPANY HIRING, AT HOME REPS."
0,RE: [Razor-users] honor is not in csl
0,Re: [ILUG] ipfw vs ipchains vs iptables
0,Creative political speech
0,Re: [SAtalk]
0,Re: [ILUG] ILUG newsgroup(s)?
1,Have You Dreamed Of Your Own Home Based Business? eIExvv
0,Re: USA USA WE ARE NUMBER ....six.
0,[SAdev] [Bug 1075] RPM build puts wrong path in the *.cf files
0,Re: The absurdities of life.
0,[ILUG] galeon and keyboard focus...
0,creating rpms with subdirs (install command)
0,[SAtalk] spamc and DCC
0,Re: [ILUG] gargnome & sawfish..
0,alsa-driver.spec tweak for homemade kernels
0,Re: [ILUG] vanquishing the daemons of shell scripting
0,Re: [ILUG] Mutt reply hooks
0,Re: Electric car an Edsel...
0,latest php upgrade in 7.3
0,[zzzzteana]
0,Re: [Razor-users] unsubscribe
0,[zzzzteana] 'Lost' penguins found alive
1,Re:[1]Save over $70 on this exquisite software suite. 32004
0,Re: Holidays for freshrpms.net :-)
1,"windows tips ARE YOU HAVING TROUBLE WITH YOUR COMPUTER? THE PROBLEMS MAY NOT BE WITH YOUR COMPUTER? As part of a National Marketing Test, we are offering the most amazing Windows Tips. Over 60 ways to improve the performance of your computer. (GUARANTEED) You will gain a better understanding of your computer and Windows 95 - 98SE operating system just by using these amazing tips and tricks. With this program and its information you will be able to: Increase your computer's resources (Are you at 96%?) Search for hidden files Keyboard Shortcuts Restart your computer faster Open programs faster Find better ways to free up memory New PnP devices Find the hidden settings for Windows How to make a Restart Icon What to do when Windows won't start? Memory issues INI versus registry Changing Logon and Logoff screens Did you know you could change the name of your ""Start"" menu? THIS IS ONLY A SAMPLE OF WHAT IS AVAILABLE TO YOU WITH THIS PROGRAM. During this special promotion we will be offering this amazing program for just $14.95 postage paid. This is less than half of the suggested retail price of $29.99 All you will need to run this disk is a Windows based computer and an Internet browser (no need to be connected to the Internet). Sorry no Macintosh version available at this time. These are tips and tricks that computer technicians know and now you have all the information available for a low price of only $14.95 postage paid! Software and computer manufacturers don't want you to know these secrets, because they want you to buy their software and/or technology upgrades at very inflated prices. This investment of only $14.95 truly outweighs the frustration of a poorly working good computer. Gain a better understanding of your computer by using these tips. ORDER TODAY FOR YOUR COPY OF THIS AMAZING PROGRAM FOR WINDOWS. Postage paid. $14.95 US, $19.95 International (U.S dollars) (We accept Cash, Check or Money order) Make Checks payable to: C Chute PO Box 6337 Jacksonville, Fl. 32205-9998 Please Print Clearly Your"
